关键词,页码,序号,书名,score
中老年 书,5,27,【全新正版/京东自营】更好更年期 北京协和医院妇产科主任医师陈蓉 24年临床经验总结 女性 养生防病必备书籍,6.96008333333333
中老年 书,5,28,【全新正版/京东自营】老年全流程照护模式应用指南,5.220062499999997
中老年 书,5,29,不生病的智慧马悦凌著气血养生真法中老年人家庭保健知识书籍 不生病的智慧马....,3.480041666666665
中老年 书,5,30,天海音【外贸出口]新款中老年人电吹管乐器大全萨克斯电子吹管笛子初学 【新款亮黑色】标配+教程曲谱,1.7400208333333325
中老年 书籍,1,1,更好更年期 北京协和医院妇产科主任医师陈蓉 24年临床经验总结 女性 养生防病必备 中信出版社 阅读狂欢节,100.0
中老年 书籍,1,2,论领导力 基辛格遗作 管理者 决策者 领导者 基辛格 论中国三部曲终章 百岁老人给这个世界的忠告和建议 世界秩序 人工智能时代与人类未来 阅读狂,96.66666666666667
中老年 书籍,1,3,吃土：强健肠道、提升免疫系统 肠子的小心思吃出自愈力救命饮食疗减肥慢性疲劳关节甲状腺病身体由我成人儿童孕妇中老年人营养学抗炎保健养生,93.33333333333333
中老年 书籍,1,4,中老年食疗养生一本全 保健饮食养生菜谱食品大全 养生大系老年人养生大全食谱调理 食疗营养健康百科全书 食疗养生一本全,90.0
中老年 书籍,1,5,自营 女性身体的秘密：更年期健康与幸福全书 克里斯蒂安·诺斯鲁普著 著名妇产科专家 更年期的智慧 回归自我 中年 职业觉醒 更年期 女性健康 保,86.66666666666667
中老年 书籍,1,6,国医养生堂-二十四式太极拳与养生 国医养生堂系列中医养生运动保健 阅读狂欢节,83.33333333333334
中老年 书籍,1,7,中老年人必知的365个养生法（大字插图超值版） 阅读狂欢节,80.0
中老年 书籍,1,8,养老人生 北京大学教授钱理群养老沉思之作 生死观 养老生活 养老院 养老学 老龄化 安宁疗护 老年生活 大字版便于老年人阅读,76.66666666666666
中老年 书籍,1,9,你好呀 更年期：关于更年期你需要知道的一切 阅读狂欢节,73.33333333333334
中老年 书籍,1,10,50岁之后的力量训练（第3版修订版）(人邮体育出品) 阅读狂欢节,70.0
中老年 书籍,1,11,【官方正版】现货 更好更年期 北京协和医院妇产科主任医师陈蓉 24年临床经验总结 女性 养生防病必备 社 女性身体的秘密,66.66666666666667
中老年 书籍,1,12,中老年营养百科 近500页的饮食营养内容 更年期综合征、高血糖、高血脂、高血压等5大类健康问题指导 200多种日常食物营养价值详解 助力中老,63.33333333333333
中老年 书籍,1,13,营养治病养生大系中老年人食物营养学健康养生保健食谱四季养生日常疾病预防养生知识家庭营养健康保健养生书 养生大系营养治病.,60.0
中老年 书籍,1,14,来吧更年期 更年期健康生活指南 更好更年期 女性身体的秘密 更年期 雌激素 脑科学 神经科学 中信出版社 阅读狂欢节,56.666666666666664
中老年 书籍,1,15,全20册世界二十大名著全套正版原著瓦尔登湖童年钢铁是怎样炼成的简爱海底两万里汤姆索亚历险记老人与海鲁滨逊漂流记世界名著青少年中课外读物,53.333333333333336
中老年 书籍,1,16,长寿的活法（凤凰生活） 阅读狂欢节,50.0
中老年 书籍,1,17,老年人怎样才能更长寿（生活养生） 阅读狂欢节,46.666666666666664
中老年 书籍,1,18,2025全新升级大字版地图集 中国地图集+世界地图集(套装共2册)地理交通自然经济人文社会地图 学生地理学习工具书 图书馆 家中常备 老年人参考地理,43.333333333333336
中老年 书籍,1,19,301医院营养专家--老年人饮食营养一本通 阅读狂欢节,40.0
中老年 书籍,1,20,中老年常见病保健手册 阅读狂欢节,36.66666666666667
中老年 书籍,1,21,送给爸妈的健康书：更年期饮食中医调养法四季养生食谱大全自愈力健康饮食法营养餐搭配百病食疗食补抗老生活家常菜菜谱书 送给爸妈的健康书,33.333333333333336
中老年 书籍,1,22,红楼梦甲戌本研究 书香节 阅读狂欢节,30.000000000000004
中老年 书籍,1,23,唐诗文献整理方法例释,26.66666666666667
中老年 书籍,1,24,逆转糖尿病 145张插图轻松图解饮食—运动—用药—代谢手术 只要缓解糖尿病 可以按这个来！ 阅读狂欢节,23.33333333333333
中老年 书籍,1,25,【赠书签】老人与海 作家榜 中国现当代文学小说世界名著 学生课外阅读新华书店旗舰店正版,19.999999999999996
中老年 书籍,1,26,中国居民膳食指南2025 中国居民膳食指南大全 引导国人树立科学饮食观 儿童青少年男性女性老年人居民饮食营养食谱 科学减肥食谱养生之道四季饮食,16.666666666666664
中老年 书籍,1,27,包邮 更好更年期 女性身体的秘密 陈蓉24年临床经验总结 女性 更年期健康与幸福全书 中信书店,13.33333333333333
中老年 书籍,1,28,老人与海 青少版,9.999999999999998
中老年 书籍,1,29,老年人能力评估师（三级二级一级）--国家职业技能等级认定培训教材——合编版,6.666666666666665
中老年 书籍,1,30,重生之路 阿尔茨海默病的预防与逆转 尹烨、樊登推荐图书《终结阿尔茨海默病》作者新作 教你呵护大脑,3.3333333333333326
中老年 书籍,2,1,中国居民膳食指南2025中国居民膳食指南大全 引导国人树立科学饮食观 儿童青少年男性女性老年人居民饮食营养食谱 科学食谱养生之道四季饮食指南,85.0
中老年 书籍,2,2,中国居民膳食指南2025 中国居民膳食指南大全 引导国人树立科学饮食观 儿童青少年男性女性老年人居民饮食营养食谱 科学减肥食谱养生之道四季饮食,82.16666666666667
中老年 书籍,2,3,2册图解八段锦太极拳一看就懂+惊人的一碗汤八段锦太极拳健身养生古法强身健体养生,79.33333333333333
中老年 书籍,2,4,老偏方中医偏方大全老祖宗留下的灵丹妙药传统医学中草药养生民间秘方家庭工具书食疗中药高血压胃痛贫血孕产妇养生秘方,76.5
中老年 书籍,2,5,罗蒙（ROMON）领导干部行政外套省部级夹克书记春秋薄款上衣爸爸装 藏青色 XL 180码,73.66666666666667
中老年 书籍,2,6,【当当正版】终结阿尔茨海默病--全球首套防止与逆转老人痴呆的个性化程序 戴尔·E.布来得森 樊登读书会推荐 终结阿尔茨海默病,70.83333333333334
中老年 书籍,2,7,正版古筮真诠 上下册 总论篇+易理篇 康节说易 邵雍(宋) 撰 野鹤老人(清) 编 朱辰彬白话解读 学林出版社中国摇钱古卜讲义,68.0
中老年 书籍,2,8,话说老年人科学锻炼与养生/老年人科学健身指导丛书,65.16666666666666
中老年 书籍,2,9,大脑与心脏抗衰老的101种方法,62.333333333333336
中老年 书籍,2,10,中国老龄社会的治理与政策选择,59.49999999999999
中老年 书籍,2,11,老年友好型社会的创新与实践,56.66666666666667
中老年 书籍,2,12,食养有道 老年人合理膳食指导手册,53.83333333333333
中老年 书籍,2,13,骨质疏松早防慢补快治：骨质疏松防治与康复指南,51.0
中老年 书籍,2,14,中老年长寿保健千问千答 中老年人养生法 家庭营养健康黄帝内经百科全书,48.166666666666664
中老年 书籍,2,15,缓解腰痛这么练就对了 中老年大图大字版（人邮体育出品）,45.333333333333336
中老年 书籍,2,16,中老年人力量训练指南 第2版修订版（人邮体育出品）,42.5
中老年 书籍,2,17,降三高这样吃 糖尿病食谱糖尿病饮食高血压营养学血糖控制一本就够食谱三高并发症饮食方案大全饮,39.666666666666664
中老年 书籍,2,18,养成一生不痴呆大脑的77个习惯（主持人赵川老师推荐，畅销百万册，健康养生，日本老年精神科医生、学习之神和田秀树新作）,36.833333333333336
中老年 书籍,2,19,养生大系--中老年食疗养生一本全,34.0
中老年 书籍,2,20,世界十大经典名著：百万英镑+简爱+老人与海+复活+巴黎圣母院+瓦尔登湖+呼啸山庄+钢铁+哈姆莱特+了不起的盖茨比,31.166666666666668
中老年 书籍,2,21,中老年健康长寿秘诀,28.333333333333336
中老年 书籍,2,22,缓解肩部疼痛 这么练就对了 中老年大图大字版（人邮体育出品）,25.500000000000004
中老年 书籍,2,23,全13册｜中英文对照双语版小王子书正版老人与海动物庄园欧亨利集新月飞鸟了不起的盖茨比三天光明等世,22.66666666666667
中老年 书籍,2,24,老年人关注的100个健康问题,19.83333333333333
中老年 书籍,2,25,睡不着，怎么办,16.999999999999996
中老年 书籍,2,26,正版让夕阳红起来（学了凡 立家训 传家业）35,14.166666666666664
中老年 书籍,2,27,老人与海 中英文精装无删节插图版 赠英文原版,11.33333333333333
中老年 书籍,2,28,全彩图解 正版拉筋拍打治百病 一学就会的经络穴位对症疗法中医传统养生保健全书 中老年人健身养生锻炼,8.499999999999998
中老年 书籍,2,29,全彩图解 正版拉筋拍打治百病 经络穴位对症疗法中医传统养生保健全书 中老年人健身养生锻炼,5.666666666666665
中老年 书籍,2,30,建工社正版 4本套 养老设施建筑设计详解123 彩色版 清华大学教授周燕珉等编著 中国老年养老建筑设计总体情况,2.8333333333333326
中老年 书籍,3,1,高中必读课外书籍 高一必读书目 全套15本 高中高一读名著课外书目 乡土中国高一必读人民教育出版社教材配套阅读 老人与海红楼梦三国演义人间词,72.24999999999999
中老年 书籍,3,2,长寿的活法 冯塔纳教授之作 基于流行病学大数据的科学抗衰指南 科学的生活方式 教你保持旺盛的体力和脑力,69.84166666666665
中老年 书籍,3,3,【包邮 正版现货】长寿的活法（凤凰生活）,67.43333333333332
中老年 书籍,3,4,"学会照顾,让父母的晚年更幸福 陈乃菁著 老年人护理 养老照顾老人照顾父母居家照顾照顾患有老年痴呆症的父母 照顾老年人",65.02499999999999
中老年 书籍,3,5,【新华书店旗舰店官网】正版包邮 憨山大师文集 中土佛学大师圆觉经金刚金心经直说妙法莲华经楞严经起信论憨山老人梦游集,62.61666666666666
中老年 书籍,3,6,靠森（Kaooseen）车载单田芳评书全集32G TF卡插卡音箱老人机听书评书 32G单田芳评书10450集,60.20833333333332
中老年 书籍,3,7,经典老歌400首 正版大字 歌曲简谱书 中老年人喜爱的歌谱书 笛子 经典老歌400首,57.79999999999999
中老年 书籍,3,8,【人教社】五年级上册快乐读书吧全套田螺姑娘聪明的牧羊人老人的智慧课外书阅读中国民间故事人民教育出版社曹文轩陈先云 szp 人教版5册装【读,55.39166666666665
中老年 书籍,3,9,成人心血管疾病基因筛查,52.98333333333333
中老年 书籍,3,10,暮色降尽 20世纪传奇英国编辑89漫谈独身老年文学生活传记回忆录 暮色将尽,50.57499999999999
中老年 书籍,3,11,他们从未忘记你：为阿尔茨海默病老人制造欢乐时光,48.166666666666664
中老年 书籍,3,12,小方子治大病,45.75833333333332
中老年 书籍,3,13,老年人膳食原则和常见营养问题（下）,43.34999999999999
中老年 书籍,3,14,中国老年医学理论与实践2018,40.941666666666656
中老年 书籍,3,15,中国慢性疾病防治基层医生诊疗手册：药物治疗指导分册 2019年版,38.533333333333324
中老年 书籍,3,16,老年幸福秘籍（70例老年心理咨询案例）关怀 长寿 健康 疾病 养老,36.12499999999999
中老年 书籍,3,17,长寿有道：名老中医谈养生,33.71666666666666
中老年 书籍,3,18,中国大锅菜·老年营养餐卷（精品菜）,31.30833333333333
中老年 书籍,3,19,日渐衰老意味着什么,28.899999999999995
中老年 书籍,3,20,老人与海+青鸟+花未眠+贝多芬传+小银和我+黑塞童话集（彩绘诺贝尔系列：全6册，诺贝尔奖得主代表作，高清全彩印刷）,26.491666666666664
中老年 书籍,3,21,【自营包邮】图解本草纲目药茶养生+中药蔬果套装（全2册） 美颜瘦身、滋阴补虚、补脾健胃,24.083333333333332
中老年 书籍,3,22,老年常见健康风险评估和干预,21.675
中老年 书籍,3,23,全11册｜中英文对照双语版小王子老人与海动物庄园欧亨利短篇小说新月飞鸟盖茨比三天光明等世界名著同,19.266666666666666
中老年 书籍,3,24,全10册丨中英文双语版小王子书老人与海盖茨比三天光明安徒生格林童话伊索动物庄园等中小学课外 推荐阅读,16.858333333333327
中老年 书籍,3,25,相约老年健康科普丛书——老年人运动健康一本通,14.449999999999994
中老年 书籍,3,26,写给爸妈的拉伸书 简单练 不僵硬 更年轻 视频跟练版（人邮体育出品）,12.04166666666666
中老年 书籍,3,27,老年实用手册 如何归纳自己的人生 后浪,9.63333333333333
中老年 书籍,3,28,今古奇观【全5册套装版】港台原版 抱瓮老人 好读出版 中国古典文学小说,7.224999999999997
中老年 书籍,3,29,录事巴托比 老人与海 港台原版 海明威 梅尔维尔 余光中 九歌 翻译文学,4.816666666666665
中老年 书籍,3,30,宋朝果然很有料(1-10)全套10册 通俗白话点评大宋王朝18位皇帝 了解宋朝历史的课外读物 读者的休闲作品 张晓珉 著 中国工人出版社,2.4083333333333323
中老年 书籍,4,1,你好呀，更年期 关于更年期你需要知道的一切 四川科学技术出版社 养生保健健康 新华正版 女性健康 更年期健康全指南 医学科普 后浪,61.412499999999994
中老年 书籍,4,2,中老年强身健体拳法教程武术健身书籍 图解八段锦.五禽戏.易筋经,59.36541666666666
中老年 书籍,4,3,正版 中国绝学【9】紫微郎 恭鉴老人等 著 金陵,57.31833333333333
中老年 书籍,4,4,百岁培养计划:健康长寿的7大方案 林英惠 饮食管理 心理疗愈 重塑个人体质 改善环境 健身运动 调整饮食 修复大脑 管理压力 联合天畅,55.271249999999995
中老年 书籍,4,5,"中国老年医疗照护 基础篇 范利,王陇德,冷晓 编 人民卫生出版社 9787117243339",53.22416666666666
中老年 书籍,4,6,"停住时间的脚步.抗衰老新概念 （美）克拉茨,（美）戈德曼　原著,张泽灵　译 人民军医出版社",51.17708333333333
中老年 书籍,4,7,来吧，更年期！莉萨·莫斯科尼 著《纽约时报》畅销书 更年期女性脑科学普及读物 更年期健康生活指南 中信出版社图书,49.129999999999995
中老年 书籍,4,8,正版 中国居民膳食指南2024中国营养学会2022版婴幼学龄儿童少年老年人饮食营养减肥食谱食疗2025人卫版膳食宝塔营养书,47.082916666666655
中老年 书籍,4,9,【绝版旧书】神奇的提升免疫力中草药 增强体质 维护健康【见描述】 中国中医,45.035833333333336
中老年 书籍,4,10,中国居民膳食指南2025 中国居民膳食指南大全 引导国人树立科学饮食观 儿童青少年男性女性老年人居民饮食营养食谱 科学减肥食谱养生之道四季饮食,42.988749999999996
中老年 书籍,4,11,（微瑕旧书) 如皋长寿方案,40.94166666666667
中老年 书籍,4,12,养老人生,38.89458333333333
中老年 书籍,4,13,四君子曾培杰、陈创涛中国科学技术出版社9787504675187 四君子/中医小说普及系列,36.8475
中老年 书籍,4,14,水浒论集,34.80041666666666
中老年 书籍,4,15,幸福养老大课堂,32.75333333333333
中老年 书籍,4,16,家·养老：居家养老住宅适老化改造,30.706249999999997
中老年 书籍,4,17,健康中国行之健康科普知识进农村丛书：老人常见病防治,28.659166666666664
中老年 书籍,4,18,小王子+老人与海+新月飞鸟集+盖茨比+三天光明+安徒生+格林童话+伊索寓言+动物庄园/中英文对照双语读物·世界名著 中小学青少年课外读物 推荐阅读(,26.61208333333333
中老年 书籍,4,19,老年慢性病防治与家庭护理400问 王晓娟 戴秀英主编 中国中医药出版社,24.564999999999998
中老年 书籍,4,20,秘密花园 老人与海 淘气包日记 沙乡年鉴 人类群星闪耀时 名家名译进校园（套装全五册）精装,22.517916666666668
中老年 书籍,4,21,老年肌肉衰减综合征的预防与康复,20.470833333333335
中老年 书籍,4,22,城镇化下中国农村社区老人精神健康的影响因素研究,18.423750000000002
中老年 书籍,4,23,老年人常见慢性病运动康复指导,16.37666666666667
中老年 书籍,4,24,中国老年人长期照护需求评估指标研究/银龄时代·中国老龄社会研究系列丛书,14.329583333333328
中老年 书籍,4,25,中老年中医药养生宝典 胡波 姜兴鹏 李勇华 主编 中国中医药出版社 中医临床 养生,12.282499999999995
中老年 书籍,4,26,高龄老人照护手册 第2版,10.235416666666664
中老年 书籍,4,27,养生大系--中老年自我治病全书,8.18833333333333
中老年 书籍,4,28,中国健康老龄影响因素与有效干预基础科学问题研究,6.141249999999998
中老年 书籍,4,29,中国大锅菜·老年营养餐卷（家常菜）,4.094166666666665
中老年 书籍,4,30,人生下半程：50 岁后的幸福心理课,2.0470833333333327
中老年 书籍,5,1,看图自学电子琴 电子琴谱入门自学教程书籍 儿童成年初学者弹唱谱教材零基础教学流行歌,52.20062499999999
中老年 书籍,5,2,巴金散文精选 中考热点作家 名家散文典藏彩插版 世纪老人巴金用至真的文字还原一位大家的风骨 收入《鸟的天堂》《怀念萧珊》《繁星》等名篇,50.460604166666656
中老年 书籍,5,3,人体经络穴位使用全书 中医养生 推拿按摩技法手法大全 快速找穴位 儿童中老年人男女性健康手册经络疗法,48.72058333333332
中老年 书籍,5,4,【附穴位图】求医不如求己全集2册典藏版 中里巴人穴位推拿按摩中医养生保健丛书常见病求人不如己正版,46.98056249999999
中老年 书籍,5,5,中老年养生保健百问,45.24054166666666
中老年 书籍,5,6,中老年饮食营养百问,43.500520833333326
中老年 书籍,5,7,健康保险蓝皮书：中国健康保险发展报告（2024） 中国健康保险发展报告（2024）,41.76049999999999
中老年 书籍,5,8,脑卒中患者的健康管理任海燕中老年人常见病脑卒中诊疗护理参考书饮食调养运动康复指南 脑梗死中风溢血脑出血治疗 保健养生 H,40.020479166666654
中老年 书籍,5,9,中老年常见病防治策略,38.28045833333333
中老年 书籍,5,10,【大字版】中老年人最爱的歌新歌+老歌大全集简谱歌曲书 流行歌曲简谱书 歌谱歌本歌词书 经典老红歌歌曲大全集 音乐歌曲大全,36.54043749999999
中老年 书籍,5,11,2025中国地图集(大字版)老年人适用 中国地图册了解研究我国基本国情、省情和国家地理知识实用,34.80041666666666
中老年 书籍,5,12,中老年人身体功能训练指南 第2版 中老年人健身功能性训练健身,33.060395833333324
中老年 书籍,5,13,妈妈 对不起 松浦晋也著 1000日的阿尔茨海默症看护日记 老年痴呆症健忘症研究随笔 中信书店,31.32037499999999
中老年 书籍,5,14,中老年喜爱的钢琴即兴弹唱歌曲100首（简谱版）,29.58035416666666
中老年 书籍,5,15,中国营养科学全书 第2版全2册 食物营养配餐成分卫生中国居民膳食指南2021版治疗健康管理三高人民卫生出版社中国食物成分表营养学,27.840333333333326
中老年 书籍,5,16,【正版新书】学做药酒不生病 药酒配方大全泡酒药材配料名医药酒老方中医配方材料养生药材调理身体大全书,26.100312499999994
中老年 书籍,5,17,老年人饮食营养一本通-301医院营养专家,24.36029166666666
中老年 书籍,5,18,老年人精神生活健康指南 第3版,22.62027083333333
中老年 书籍,5,19,正版营养治病一本全 中老年人食物营养学健康养生保健食谱四季养生日常疾病预防养生知识读本 家庭营养,20.880249999999997
中老年 书籍,5,20,老年金融学 清家笃 著 老龄社会经济读物集医疗经济金融法律科技多领域前沿成果 中信出版,19.140229166666664
中老年 书籍,5,21,Blazefine手风琴教学视频电子教材配套课本 阳春三月初学零基础入门 辅导班报名（赠教材书）,17.40020833333333
中老年 书籍,5,22,宝鸡道教碑石记,15.6601875
中老年 书籍,5,23,老老恒言,13.920166666666667
中老年 书籍,5,24,高中必读课外书籍 高一必读课外书籍 高中课外阅读必读正版书老人与海巴黎圣母院复活高老头唐吉坷德呐喊原著推荐适合高中生看的名著课外书,12.180145833333327
中老年 书籍,5,25,中老年人必知的365个养生法：大字插图值版,10.440124999999995
中老年 书籍,5,26,【新华书店官方正版】中老年人这样用药 正版,8.700104166666662
中老年 书籍,5,27,老年人居家锻炼计划（视频版）中国医药科技出版社,6.96008333333333
中老年 书籍,5,28,老年人精神生活健康指南老年人居家锻炼计划（视频版）中医治疗老年疑难病症100例3本套装,5.220062499999997
中老年 书籍,5,29,中国老年健康调查及数据库建设/郑真真等 科学出版社,3.480041666666665
中老年 书籍,5,30,【绝版旧书】活过一百二十岁不是梦(李氏太和康寿术) 李士信,1.7400208333333325
中老年 读物,1,1,老人与海 语文阅读推荐丛书 海明威 高一语文必读中小学生阅读指导目录高中语文必读课外阅读暑期阅读学生阅读人民文学出版社,100.0
中老年 读物,1,2,老人与海 人民文学出版社 原著正版,96.66666666666667
中老年 读物,1,3,老人与海（中小学课外阅读 无障碍阅读）智慧熊图书,93.33333333333333
中老年 读物,1,4,正版止学全集 文中子止学王通原著 智囊+素书+老人言+王阳明+易经全集 智囊全集白话文 国学经典书籍 为人处世古代谋略书 做人的智慧 中国古代国学,90.0
中老年 读物,1,5,老人与海（新版）/经典译林（海明威代表作，著名翻译家黄源深译本）,86.66666666666667
中老年 读物,1,6,老人与海（精装）全译本全译本海明威著世界经典文学名著中小学生课外阅读狂欢节,83.33333333333334
中老年 读物,1,7,老老恒言 三全本精装无删减中华书局中华经典名著全本全注全译,80.0
中老年 读物,1,8,老人与海/爱阅读中小学儿童文学名著阅读海明威诺贝尔文学奖快乐读书吧,76.66666666666666
中老年 读物,1,9,全20册世界二十大名著全套正版原著瓦尔登湖童年钢铁是怎样炼成的简爱海底两万里汤姆索亚历险记老人与海鲁滨逊漂流记世界名著青少年中课外,73.33333333333334
中老年 读物,1,10,【2册】老人与海+海底两万年 少儿无障碍阅读小学生三四五六年级课外阅读书籍世界经典名著故事书,70.0
中老年 读物,1,11,世界名著儿童文学老人与海鲁滨孙漂流记汤姆索亚历记童年钢铁是怎样炼成的老师推荐一二三年级课外阅读书7-8-10岁儿童 二年级课外阅读书全10,66.66666666666667
中老年 读物,1,12,老人与海英文原版 海明威原著正版 附赠词汇注解手册 扫码听音频 中小学生课外阅推荐高中必读书目英语小说 世界经典文学名著 The Old Man and the Sea,63.33333333333333
中老年 读物,1,13,世界名著小说全10册老人与海假如给我三天光明名人传二三年级课外阅读必读书籍7-10岁注音版儿童一二三四年级小学生课外书籍儿童文学阅,60.0
中老年 读物,1,14,老人与海 青少版,56.666666666666664
中老年 读物,1,15,诺贝尔文学奖大师经典作品：老人与海 中小学生阅读经典名著 语文写作提升 儿童文学课外 三年级四年级五年级六年级学校推荐暑期阅读书目,53.333333333333336
中老年 读物,1,16,十大文学经典名著（10册）假如给我三天光明+钢铁是怎样炼成的+小王子+傲慢与偏见+瓦尔登湖+爱的教育+了不起的盖茨比+鲁滨逊漂流记+格列佛游记+老,50.0
中老年 读物,1,17,[注音版]老人与海 国际获奖小说 注音彩绘版小学生名著阅读课外书小学必读儿童文学系列一二三年级课外阅读书籍,46.666666666666664
中老年 读物,1,18,【套装单本可选】当当 快乐读书吧六年级上下册 宝葫芦的秘密 童年 假如给我三天光明 呼兰河传 中小学生推荐课外阅读书籍指导丛书 无障碍阅读 彩,43.333333333333336
中老年 读物,1,19,老人与海 中小学生课外阅读书籍世界经典文学名著青少年儿童故事书名家名译原汁原味读原著,40.0
中老年 读物,1,20,快乐读书吧五年级上 中国民间故事 欧洲民间故事 非洲民间故事 田螺姑娘 聪明的牧羊人 老人的智慧 小学语文教材配套课外阅读书目 附真题 赠考点,36.66666666666667
中老年 读物,1,21,缓解膝盖疼痛这么练就对了 中老年大图大字版（人邮体育出品）,33.333333333333336
中老年 读物,1,22,老而不衰的科学 关于长寿密码的前沿研究 安德鲁·斯蒂尔 张文韬 王曦 中信出版社,30.000000000000004
中老年 读物,1,23,老人与海 学生课外阅读指导丛书 附带阅读耐力记录表 商务印书馆,26.66666666666667
中老年 读物,1,24,老人与海 海明威正版原著经典世界文学名著小说四五六年级小学生初中生高中生课外阅读书籍,23.33333333333333
中老年 读物,1,25,【2册】朝花夕拾+老人与海 经典世界文学名著小说四五六年级小学生初中高中生学校老师推荐课外阅读书籍,19.999999999999996
中老年 读物,1,26,正版止学全集 文中子止学王通原著 智囊+素书+老人言+王阳明+易经全集 智囊全集白话文 国学经典书籍 为人处世古代谋略书 做人的智慧 中国古代国学,16.666666666666664
中老年 读物,1,27,【官方正版】素书黄石公著老人言感悟传世奇书中的成功智慧文化常识小百科处世智慧奇书历史文学小说,13.33333333333333
中老年 读物,1,28,老人与海（世界名著美绘珍藏版）中小学生课外阅读书籍,9.999999999999998
中老年 读物,1,29,自营 认知重塑 如何预防阿尔茨海默病，逆转认知衰退和思维老化 美国脑神经科学权威专家理查德 老年痴呆 老龄化 中信出版社,6.666666666666665
中老年 读物,1,30,【套装单本可选】高中必读课外书籍高一高二高三课外阅读必读课外书名著书目书籍 三国演义+红楼梦+乡土中国+堂吉诃德+老人与海+呐喊+彷徨鲁,3.3333333333333326
中老年 读物,2,1,一梦漫言全本全注全译谦德国学文库 明末清初高僧见月老人的口述自传 佛学经典文集书籍,85.0
中老年 读物,2,2,中老年零基础学剪映：短视频拍摄+剪辑+特效+发布（教学视频+大字大图版）,82.16666666666667
中老年 读物,2,3,缓解腰痛这么练就对了 中老年大图大字版（人邮体育出品）,79.33333333333333
中老年 读物,2,4,【全4册】老人与海+复活+大卫科波菲尔+瓦尔登湖 世界名著小说学生课外阅读书籍,76.5
中老年 读物,2,5,世界名著初中小学生六年级课外书青少年畅销书 适合中学生看的小升初老师中小学教辅儿童图书,73.66666666666667
中老年 读物,2,6,世界十大名著书籍全套格列佛游记 老人与海 巴黎圣母院红与黑七年级下册经典文学初中高中生课外阅读书JST,70.83333333333334
中老年 读物,2,7,快乐读书吧五年级下册/上册 四大名著 小学生版 西游记 三国演义 红楼梦人民教育出版社 水浒传 原著青少版社欧洲民间故事聪明的牧羊人中国民间故,68.0
中老年 读物,2,8,快乐读书吧五年级上下册田螺姑娘老人的智慧课外书人教版西游记三国演义红楼梦水浒传四大名著全套原著正版人民教育出版社小学生版 水浒传-人教,65.16666666666666
中老年 读物,2,9,原著无删减】高中课外阅读十大世界名著十二册12册 大卫.科波菲尔复活老人与海百年孤独乡土中国正版全译本原著无删减初中生高一高二高中生必读,62.333333333333336
中老年 读物,2,10,正版止学全集 文中子止学王通原著 智囊+素书+老人言+王阳明+易经全集 智囊全集白话文 国学经典书籍 为人处世古代谋略书 做人的智慧 中国古代国学,59.49999999999999
中老年 读物,2,11,全套10册世界十大名著正版全套原著 简爱书籍 海底两万里 老人与海 复活 童年 月亮与六便士文学经典小说必读中学生初中生课外阅读 【精装硬壳】,56.66666666666667
中老年 读物,2,12,中老年人学唱歌-零基础自学七天入门与提高,53.83333333333333
中老年 读物,2,13,世界十大经典名著：百万英镑+简爱+老人与海+复活+巴黎圣母院+瓦尔登湖+呼啸山庄+钢铁+哈姆莱特+了不起的盖茨比,51.0
中老年 读物,2,14,老人与海+少年维特之烦恼+假如给我三天光明+巴黎圣母院+童年+皮特潘 金银岛（6册）名家名译,48.166666666666664
中老年 读物,2,15,中英文对照阅读世界经典名著阅读中英文双语版英文版名著世界经典文学名著阅读畅销小说中英双语外国名著世界名著阅读,45.333333333333336
中老年 读物,2,16,全13册｜中英文对照双语版小王子书正版老人与海动物庄园欧亨利集新月飞鸟了不起的盖茨比三天光明等世,42.5
中老年 读物,2,17,老年人学手机摄影（图解+大字+视频）,39.666666666666664
中老年 读物,2,18,老年人防诈骗手册,36.833333333333336
中老年 读物,2,19,【中英双语】老人与海中英文双语版正版原著英汉中英对照经典世界名著外国文学长篇小说英文版原版英语初中生高中生课zy,34.0
中老年 读物,2,20,阅读狂欢节 包邮 长寿的代价：我和六位老人共处的一年 约翰利兰 著 中信出版社图书,31.166666666666668
中老年 读物,2,21,原著无删减】高中课外阅读十大世界名著十二册12册 大卫.科波菲尔复活老人与海百年孤独乡土中国正版全译本原著无删减初中生高一高二高中生必读,28.333333333333336
中老年 读物,2,22,【套装单本可选】高中必读课外书籍高一高二高三课外阅读必读课外书名著书目书籍 三国演义+红楼梦+乡土中国+堂吉诃德+老人与海+呐喊+彷徨鲁,25.500000000000004
中老年 读物,2,23,【套装2册】老年人健脑数独—送给爸爸妈妈的脑白金上册+下册 智力游戏 数独游戏,22.66666666666667
中老年 读物,2,24,正版 小学生一年级二年级阅读课外书必 彩图注音版读 国学经典书籍无注音 课外阅读书籍 儿童故事书课外带拼音绘本书目 老人与海,19.83333333333333
中老年 读物,2,25,中英文对照双语读物 世界经典文学名著：(英汉对照注释版)小王子+老人与海+动物庄园(套装共3册),16.999999999999996
中老年 读物,2,26,非洲民间故事:老人的智慧 快乐读书吧五年级上推荐课外阅读书 小学语文教材配套课外阅读书目 有声朗读版 商务印书馆,14.166666666666664
中老年 读物,2,27,小王子+老人与海+三天光明 英汉对照注释版 课外双语（全3册、扫码赠音频),11.33333333333333
